"","V1","V2","V3","V4","V5","V6","V7","V8"
"215",1,3,15,1,1,9,3,33
"216",1,1,18,4,0,14,5,43
"217",4,26,36,20,4,56,40,186
"218",0,0,5,3,0,8,2,18
"219",13,8,18,10,1,74,8,134
"220",10,6,18,5,0,23,3,65
"221",3,29,52,13,4,88,37,226
"222",7,40,111,19,11,97,72,357
"223",0,17,57,10,0,45,28,157
"224",0,2,20,16,0,22,12,72
"225",4,9,18,1,0,23,5,60
"226",3,11,25,7,5,35,3,89
"227",7,0,33,4,1,29,1,75
"228",2,2,12,8,0,42,15,82
"229",8,1,27,5,1,63,9,114
"230",2,5,25,13,2,34,12,93
"231",0,1,7,5,1,13,4,31
"232",15,88,104,36,11,102,70,426
"233",6,9,25,12,0,26,8,86
"234",0,0,12,1,2,7,5,27
"235",0,4,13,0,2,12,4,35
"236",17,21,60,24,6,186,38,354
"237",3,6,16,11,3,21,13,73
"238",0,4,25,16,1,21,12,80
"239",6,5,16,1,1,36,7,72
"240",1,22,43,15,7,32,10,130
"241",2,20,45,21,4,45,47,184
"242",0,0,7,1,0,11,4,23
"243",2,16,58,11,0,54,26,168
"244",0,3,13,3,0,6,4,29
"245",4,3,5,0,3,14,0,29
"246",4,3,22,9,1,35,7,81
"247",6,1,9,5,0,18,2,41
"248",0,2,35,8,1,18,11,75
"249",9,45,103,24,4,96,43,324
"250",0,4,4,2,0,21,1,32
"251",0,1,4,1,0,4,0,10
"252",2,9,18,11,3,23,13,80
"253",0,3,43,7,4,28,30,115
"254",1,1,15,5,0,13,5,40
"255",0,0,7,1,0,5,1,14
"256",0,2,26,18,0,26,11,83
"257",3,4,10,10,0,20,13,60
"258",1,3,21,13,0,20,12,70
"259",1,7,23,4,1,132,8,176
"260",0,1,12,2,1,14,7,37
"261",0,21,71,21,5,78,48,247
"262",10,14,34,6,2,116,8,190
"263",0,0,7,0,0,5,1,13
"264",1,2,25,5,0,14,7,54
"265",0,2,29,6,2,8,3,50
"266",1,0,5,3,0,2,0,11
"267",1,9,17,9,4,26,12,78
"268",3,3,24,9,0,25,5,69
"269",0,1,23,2,0,15,8,49
"270",0,0,11,4,1,8,11,35
"271",0,0,2,0,0,0,0,2
"272",0,3,11,4,4,11,6,39
"273",0,1,14,4,0,21,13,53
"274",5,13,23,11,1,41,19,113
"275",0,0,0,0,0,0,0,0
"276",13,15,40,6,2,120,9,205
"277",1,4,24,6,1,27,9,72
"278",18,13,55,15,3,152,16,272
"279",0,1,32,7,6,50,12,109
"280",0,11,21,10,2,24,14,83
"281",48,34,69,33,5,112,46,347
"282",5,16,26,15,0,21,19,103
"283",9,24,48,15,2,121,60,280
"284",14,16,73,27,2,311,42,485
"285",1,14,74,33,2,59,57,240
"286",0,2,15,4,1,19,10,51
"287",5,30,122,54,11,164,69,455
"288",10,3,19,4,0,20,7,63
"289",1,4,14,6,3,21,10,59
"290",0,0,0,0,0,0,0,0
"291",0,2,34,9,6,48,15,115
"292",1,8,18,14,2,21,13,77
"293",4,25,49,24,4,63,64,234
"294",0,0,7,4,0,9,1,21
"295",1,4,41,29,2,35,21,133
"296",4,7,14,5,0,31,7,68
"297",0,1,9,2,1,21,5,39
"298",14,5,33,8,2,113,12,187
"299",1,1,14,2,6,12,1,37
"300",0,0,5,2,0,3,1,11
"301",1,3,12,6,1,25,3,51
"302",1,5,29,18,2,203,8,266
"303",3,7,16,2,0,19,2,49
"304",17,26,64,22,5,188,42,366
"305",8,12,46,12,1,270,19,368
"306",1,9,14,9,4,24,9,70
"307",0,5,15,4,0,29,10,63
"308",1,1,17,5,0,16,5,45
"309",2,29,50,18,3,75,40,217
"310",3,28,76,38,8,99,52,304
"311",2,6,27,12,0,28,12,87
"312",0,1,14,6,0,10,3,34
"313",61,131,360,87,13,384,179,1215
"314",2,2,15,5,1,18,10,53
"315",0,1,22,9,3,51,6,92
"316",3,6,36,9,1,62,12,129
"317",5,6,52,9,2,56,15,145
"318",0,0,6,3,0,21,6,36
"319",101,79,147,60,11,230,164,792
"320",0,0,12,1,0,7,1,21
"321",1,1,8,0,0,7,0,17
"322",9,19,70,29,3,128,36,294
"323",5,6,66,10,3,72,30,192
"324",11,20,74,32,3,141,33,314
"325",0,0,12,1,2,7,5,27
"326",1,6,24,14,3,38,6,92
"327",1,0,18,8,0,19,4,50
"328",0,0,13,2,2,8,5,30
"329",1,1,10,2,1,11,3,29
"330",0,2,17,2,1,12,11,45
"331",0,2,35,11,1,61,6,116
"332",0,2,22,6,1,6,13,50
"333",0,2,5,2,0,7,1,17
"334",1,5,28,16,2,181,7,240
"335",0,0,2,3,0,10,0,15
"336",20,25,30,14,4,56,12,161
"337",0,0,3,3,0,3,0,9
"338",0,0,25,4,2,20,8,59
"339",2,5,16,6,3,30,10,72
"340",4,46,79,40,5,133,63,371
"341",0,3,13,6,0,35,6,63
"342",0,0,1,0,0,0,0,1
"343",2,17,89,33,5,71,65,282
"344",6,36,58,18,1,134,17,270
"345",1,1,10,4,0,5,3,24
"346",2,0,4,3,0,9,1,19
"347",1,1,11,3,1,25,1,43
"348",18,18,44,22,5,170,36,314
"349",3,4,8,0,0,18,5,38
"350",3,6,17,6,1,34,2,69
"351",0,1,10,3,1,17,9,41
"352",3,11,47,8,7,52,13,141
"353",1,2,25,4,1,24,16,73
"354",1,4,21,13,0,21,12,72
"355",1,1,18,7,0,12,5,44
"356",1,4,36,28,1,24,18,112
"357",0,6,41,31,1,32,29,140
"358",5,0,13,2,1,5,1,27
"359",8,36,104,39,7,135,77,406
"360",0,1,22,6,1,5,4,39
"361",1,2,26,5,0,16,7,57
"362",1,6,25,17,0,15,9,73
"363",0,4,16,2,2,12,4,40
"364",1,8,33,19,0,17,18,96
"365",5,9,20,8,2,37,15,96
"366",3,7,37,9,4,34,15,109
"367",1,4,26,7,1,23,12,75
"368",17,14,71,14,2,87,34,239
"369",15,13,68,11,2,83,32,224
"370",1,1,15,6,0,22,3,48
"371",0,4,4,5,0,20,3,36
"372",1,1,19,5,0,13,6,45
"373",3,5,17,5,1,33,2,66
"374",0,1,18,2,2,8,4,35
"375",1,1,10,7,0,26,3,48
"376",0,2,16,6,0,21,9,55
"377",10,18,58,26,2,134,24,272
"378",2,17,89,33,5,71,65,282
"379",0,7,30,10,7,38,11,104
"380",1,5,10,3,4,20,13,56
"381",6,12,27,7,5,56,9,122
"382",13,127,119,38,12,133,84,527
"383",0,0,3,4,0,1,1,9
"384",4,2,5,0,0,13,0,24
"385",0,4,22,10,2,25,13,76
"386",0,1,7,3,0,21,6,38
"387",1,0,10,1,0,5,0,17
"388",0,5,4,2,0,4,1,16
"389",0,1,6,1,0,10,3,21
"390",11,28,42,14,5,118,58,276
"391",0,2,20,16,0,22,12,72
"392",0,2,17,5,0,21,2,47
"393",4,21,82,30,1,103,44,285
"394",4,6,18,5,2,63,11,109
"395",1,2,12,12,1,52,13,93
"396",1,4,15,1,3,20,3,47
"397",6,44,64,19,1,153,40,327
"398",0,10,67,31,1,54,53,218
"399",12,44,76,17,4,146,71,372
"400",7,129,111,35,15,90,94,482
"401",16,22,61,22,6,177,40,346
"402",2,1,19,2,1,16,3,44
"403",7,133,161,30,17,120,109,580
"404",0,3,17,15,1,23,15,75
"405",0,9,15,9,4,27,13,77
"406",0,0,0,1,0,8,0,9
"407",2,3,13,8,0,44,15,86
"408",0,4,1,2,0,19,1,27
"409",13,14,42,7,2,133,10,221
"410",11,15,53,11,2,125,12,229
"411",6,8,19,8,2,25,3,71
"412",0,2,11,2,1,7,1,24
"413",16,76,133,23,11,96,64,420
"414",2,1,6,4,1,12,4,30
"415",0,2,30,18,0,32,16,98
"416",0,7,29,10,2,32,14,94
"417",2,27,49,18,3,73,38,210
"418",0,1,29,6,2,9,4,51
"419",0,7,29,10,7,38,11,103
"420",1,5,47,7,1,59,25,146
"421",0,4,42,2,3,36,2,89
"422",2,17,16,1,0,20,6,62
"423",13,157,187,43,18,146,137,702
"424",9,40,37,17,2,90,40,236
"425",3,26,54,31,2,95,39,251
"426",7,26,62,26,2,145,36,304
"427",9,7,23,3,0,184,4,230
"428",21,18,54,12,2,75,25,207
"429",0,0,5,4,0,10,2,21
"430",2,1,27,4,1,24,12,71
"431",0,1,10,6,1,21,3,42
"432",1,33,66,18,5,59,34,216
"433",3,9,36,20,2,93,28,192
"434",14,18,37,20,5,77,20,191
"435",0,2,17,8,0,6,4,37
"436",0,0,4,3,0,9,2,18
"437",11,23,54,29,4,175,48,345
"438",5,5,15,7,0,36,15,83
"439",13,167,134,38,11,135,104,602
"440",63,110,302,66,11,306,162,1020
"441",0,4,15,4,0,69,2,94
"442",1,18,9,6,12,35,11,92
"443",2,4,14,4,0,10,1,35
"444",0,9,19,7,0,41,16,92
"445",1,1,29,11,4,50,18,114
"446",9,45,126,36,13,127,88,444
"447",1,5,35,13,0,24,11,89
"448",0,0,10,1,1,11,7,30
"449",9,30,58,18,0,165,20,300
"450",5,3,17,5,1,20,4,55
"451",1,19,33,7,1,30,17,108
"452",14,108,97,33,11,87,84,434
"453",1,1,17,8,0,17,6,50
"454",0,1,4,0,0,2,0,7
"455",2,1,3,1,0,4,0,11
"456",0,1,6,1,0,12,3,23
"457",0,1,8,2,0,15,6,32
"458",10,18,54,24,2,111,29,248
"459",11,6,50,23,0,103,27,220
"460",1,4,13,1,1,17,2,39
"461",7,2,34,4,1,29,2,79
"462",8,7,45,7,1,71,18,157
"463",0,0,24,3,0,7,1,35
"464",6,5,24,9,0,27,9,80
"465",0,22,36,15,6,46,18,143
"466",30,57,124,30,5,150,82,478
"467",1,1,18,5,0,12,3,40
"468",1,2,13,2,0,20,1,39
"469",1,24,62,22,5,64,27,207
"470",0,4,2,2,0,20,1,29
"471",0,6,28,8,2,21,11,76
"472",0,1,9,3,0,6,5,24
"473",0,1,8,4,0,68,4,85
"474",0,0,9,1,0,6,1,17
"475",0,2,18,5,1,15,8,49
"476",1,7,34,11,0,27,15,96
"477",17,18,50,20,3,178,35,322
"478",3,6,50,14,1,40,18,132
"479",9,121,142,42,29,102,110,555
"480",1,31,53,18,4,67,32,206
"481",1,1,18,6,0,14,5,45
"482",0,5,40,12,1,30,22,111
"483",10,6,23,1,0,290,8,338
"484",12,18,47,10,2,178,13,280
"485",53,138,405,86,13,407,176,1278
"486",0,1,11,2,0,8,3,25
"487",15,112,104,35,12,87,87,452
"488",1,4,34,28,0,29,17,113
"489",17,27,69,22,5,183,44,369
"490",0,0,7,3,0,8,5,23
"491",2,4,8,3,2,7,13,39
"492",1,22,68,22,4,66,44,230
"493",7,7,35,23,8,57,26,164
"494",8,1,27,5,1,63,9,114
"495",3,14,37,30,7,102,20,215
"496",2,4,36,7,7,72,3,131
"497",1,7,30,5,5,29,16,94
"498",6,4,17,2,1,37,7,74
"499",5,5,25,4,5,45,13,102
"500",0,7,10,11,2,24,7,61
"501",2,5,40,13,3,33,19,115
"502",1,1,17,6,0,14,5,44
"503",1,7,19,9,3,70,6,116
"504",0,11,26,15,2,32,20,107
"505",8,47,48,7,5,138,36,290
"506",10,8,49,27,1,84,18,197
"507",4,13,27,12,1,42,20,119
"508",1,26,69,55,3,106,58,322
"509",2,17,74,45,8,83,36,267
"510",0,11,51,17,5,43,37,166
"511",0,2,2,6,0,15,0,25
"512",7,45,120,17,3,111,35,338
"513",1,1,27,5,1,16,5,56
"514",17,13,53,14,3,148,15,263
"515",8,8,34,22,7,49,25,154
"516",0,0,12,1,2,6,5,26
"517",1,22,65,20,4,65,42,222
"518",3,7,12,5,1,19,6,53
"519",0,9,15,11,4,38,13,90
"520",2,15,46,23,1,72,22,181
"521",2,1,19,10,1,38,18,90
"522",107,88,166,59,12,204,153,789
"523",5,31,76,24,3,64,54,257
"524",2,14,50,19,1,56,23,165
"525",1,31,56,20,4,67,32,211
"526",0,1,7,0,0,7,0,15
"527",12,3,12,2,0,13,4,46
"528",0,0,4,6,0,16,1,27
"529",0,2,18,1,1,13,2,37
"530",0,1,6,2,1,7,2,19
"531",1,12,22,16,0,53,21,126
"532",14,10,55,29,1,88,22,219
"533",1,3,3,0,0,7,6,20
"534",10,29,60,19,1,158,21,298
"535",0,1,14,5,3,27,7,57
"536",3,11,21,16,0,51,21,124
"537",2,4,16,8,1,10,15,56
"538",0,1,9,1,0,12,3,26
"539",0,5,25,9,2,31,10,82
"540",1,2,14,2,2,9,1,31
"541",17,85,167,22,10,116,59,477
"542",0,1,12,3,1,12,7,36
"543",0,1,5,1,1,4,2,14
"544",1,4,38,28,2,32,20,125
"545",0,4,22,8,3,25,18,80
"546",4,57,108,59,5,153,86,473
"547",0,6,37,10,3,67,13,137
"548",7,29,60,19,1,126,58,301
"549",0,0,3,1,0,2,0,6
"550",7,225,163,23,12,107,35,572
"551",1,5,18,3,1,24,5,57
"552",4,2,12,7,3,24,9,61
"553",2,12,30,17,2,26,27,116
"554",2,35,53,11,4,70,39,214
"555",0,5,29,11,2,22,15,84
"556",0,0,14,5,1,9,11,40
"557",0,2,25,5,0,13,5,50
"558",16,11,44,12,4,48,9,144
"559",2,2,8,7,1,19,3,42
"560",1,9,15,9,4,26,13,77
"561",1,0,2,0,0,0,0,3
"562",1,20,55,18,4,64,36,201
"563",0,0,24,4,0,33,6,67
"564",4,6,12,5,0,30,11,68
"565",14,15,67,23,1,283,32,435
"566",1,0,6,2,0,7,2,18
"567",6,21,51,36,2,184,48,348
"568",1,5,25,8,1,22,9,71
"569",14,15,71,19,0,106,15,240
"570",1,2,26,5,0,15,7,56
"571",0,0,8,4,0,28,6,46
"572",0,8,21,10,9,64,19,131
"573",1,17,74,49,10,118,38,308
"574",10,23,31,27,8,61,14,176
"575",1,9,15,9,4,29,13,80
"576",16,17,58,17,5,171,37,323
"577",0,0,6,5,0,9,0,20
"578",1,5,19,4,2,27,2,60
"579",0,0,6,2,0,16,6,30
"580",5,14,22,10,1,36,22,110
"581",3,17,48,20,2,138,27,255
"582",1,2,5,3,0,9,2,22
"583",1,2,13,3,0,22,1,42
"584",0,1,28,3,0,16,6,54
"585",12,17,63,21,2,88,30,233
"586",5,30,67,20,3,58,43,226
"587",2,3,13,9,1,27,4,59
"588",5,15,34,34,9,112,23,234
"589",5,7,27,5,2,25,7,78
"590",15,10,34,15,3,57,4,138
"591",12,26,58,21,4,164,40,326
"592",6,46,82,23,2,156,51,366
"593",10,21,34,15,3,112,21,216
"594",2,12,33,6,2,27,11,93
"595",0,1,10,5,1,48,18,83
"596",14,23,49,27,4,174,48,340
"597",17,14,71,14,2,87,34,239
"598",2,5,22,4,5,33,4,75
"599",1,1,0,1,0,12,1,16
"600",11,3,11,2,0,13,3,43
"601",14,6,21,13,1,62,11,129
"602",1,3,5,0,0,13,4,26
"603",9,112,146,36,28,95,100,526
"604",9,5,32,7,1,34,12,100
"605",8,173,146,41,20,132,135,656
"606",1,1,12,2,0,18,1,35
"607",4,20,42,23,1,131,20,241
"608",1,6,13,10,4,30,11,75
"609",0,2,8,1,0,16,0,27
"610",7,12,30,6,3,52,50,161
"611",11,22,51,18,4,163,37,307
"612",0,16,57,10,0,47,27,157
"613",0,1,21,15,0,23,7,67
"614",0,1,10,2,1,10,4,28
"615",1,2,14,6,2,13,9,47
"616",13,5,13,5,0,15,2,53
"617",0,2,17,2,1,13,11,46
"618",0,0,1,2,0,0,0,3
"619",0,3,17,2,2,11,4,39
"620",10,89,78,31,6,101,69,385
"621",0,4,22,17,1,24,23,92
"622",10,6,20,3,0,159,6,204
"623",7,13,32,6,3,56,48,165
"624",2,2,11,2,1,24,1,43
"625",0,10,28,12,2,29,18,100
"626",7,9,41,26,9,59,25,177
"627",0,5,28,10,8,31,11,94
"628",11,18,60,23,2,127,26,267
"629",0,3,43,7,4,28,30,115
"630",13,20,47,18,5,212,35,351
"631",6,4,20,3,0,17,1,51
"632",2,4,32,17,4,25,11,95
"633",0,4,33,15,0,37,9,98
"634",3,51,111,48,3,129,77,422
"635",0,1,31,5,0,42,7,86
"636",0,3,12,2,1,9,5,32
"637",11,15,43,10,2,108,12,201
"638",10,7,20,2,0,184,7,230
"639",10,110,105,32,10,117,78,463
"640",1,4,32,4,4,16,7,68
"641",0,3,5,7,1,17,7,40
"642",1,1,36,20,4,66,20,148
"643",2,3,17,6,2,37,2,69
"644",1,0,15,5,1,11,6,39
"645",4,9,47,10,8,96,2,176
"646",6,1,16,3,1,14,6,47
"647",2,16,42,21,3,45,43,172
"648",0,2,4,4,0,5,2,17
"649",1,0,6,2,0,5,0,14
"650",3,0,16,4,3,47,3,76
"651",1,1,12,2,1,17,2,36
"652",0,0,17,4,2,11,5,39
"653",1,7,23,11,2,33,8,85
"654",0,8,20,11,9,61,17,126
"655",0,6,26,11,3,25,11,82
"656",1,2,9,1,1,13,4,31
"657",3,16,69,25,2,186,25,326
"658",1,7,24,10,2,28,6,78
"659",7,6,48,19,0,59,22,161
"660",0,3,11,3,4,16,2,39
"661",2,24,73,41,4,202,35,384
"662",4,5,15,4,1,30,2,62
"663",1,3,20,4,2,16,12,58
"664",1,4,42,2,3,36,2,90
"665",14,226,184,35,20,172,162,813
"666",2,4,14,3,0,23,6,52
"667",1,12,20,7,1,22,11,74
"668",6,12,34,6,3,40,41,142
"669",9,112,133,45,27,93,119,538
"670",5,10,62,17,2,67,28,191
"671",4,5,17,9,0,31,11,77
"672",3,16,50,22,1,147,21,260
"673",0,4,19,2,1,14,10,50
"674",0,10,72,25,3,59,46,215
"675",0,0,13,3,0,3,4,23
"676",2,2,14,5,1,29,12,66
"677",5,5,17,8,5,30,11,81
"678",0,0,21,3,0,7,3,34
"679",10,5,27,4,0,44,5,95
"680",12,18,43,9,2,132,11,227
"681",0,0,5,2,0,8,2,17
"682",6,227,162,24,12,115,36,582
"683",2,6,24,4,5,27,4,72
"684",2,4,8,1,0,18,7,40
"685",12,22,52,34,4,181,50,356
"686",2,2,34,17,4,25,15,99
"687",0,2,36,14,2,27,27,109
"688",3,16,61,28,3,54,50,215
"689",0,0,11,3,1,8,2,25
"690",0,3,11,4,1,8,0,27
"691",10,148,152,45,16,109,114,596
"692",0,1,30,5,2,9,4,51
"693",1,2,26,5,0,15,7,56
"694",0,0,7,2,1,7,1,18
"695",8,27,98,41,8,125,59,366
"696",3,15,52,17,5,64,23,179
"697",0,0,1,0,0,3,1,5
"698",12,10,54,16,3,156,14,265
"699",8,3,23,7,0,29,11,81
"700",5,49,66,13,6,55,15,209
"701",2,4,8,8,1,23,3,49
"702",5,1,5,2,1,16,2,32
"703",5,13,45,22,4,105,21,215
"704",18,13,55,15,3,155,16,275
"705",0,5,40,12,7,36,16,116
"706",0,0,7,3,0,12,1,23
"707",4,6,15,5,0,33,7,70
"708",0,1,5,1,0,2,0,9
"709",3,3,25,4,0,30,10,76
"710",0,4,11,4,3,24,6,52
"711",15,17,47,12,2,57,21,171
"712",2,1,26,3,1,24,12,69
"713",17,17,59,14,5,174,35,323
"714",1,2,11,2,0,10,3,29
"715",2,0,32,7,2,38,8,89
"716",0,7,30,12,2,36,11,98
"717",0,1,18,9,0,20,6,54
"718",5,5,29,10,4,57,11,122
"719",0,0,2,2,0,13,1,18
"720",0,5,34,18,0,56,29,142
"721",19,23,39,16,4,176,25,303
"722",16,6,11,4,3,23,4,67
"723",3,15,72,27,4,56,53,230
"724",0,6,34,10,2,26,16,95
"725",1,7,12,13,2,41,8,84
"726",1,3,17,2,0,23,8,54
"727",1,0,22,7,0,30,6,66
"728",7,11,44,9,3,45,18,137
"729",0,0,9,3,0,13,0,25
"730",2,4,12,4,0,26,7,55
"731",0,0,7,1,0,5,0,13
"732",1,1,10,3,3,12,0,30
"733",6,11,28,8,1,56,6,116
