"","V1","V2","V3","V4","V5","V6","V7","V8"
"126",27,19,88,24,9,100,30,297
"127",1,14,36,16,0,29,14,111
"128",0,2,13,2,0,40,6,63
"129",0,0,14,7,1,21,12,55
"130",5,0,17,9,0,43,15,89
"131",1,2,24,16,1,31,11,86
"132",0,2,5,4,4,8,5,28
"133",16,8,32,9,1,40,19,125
"134",0,3,20,9,0,35,15,82
"135",0,2,24,7,1,8,9,51
"136",1,8,64,14,1,54,38,180
"137",57,54,133,51,3,157,124,579
"138",6,123,120,41,12,89,116,507
"139",0,0,10,5,0,14,7,36
"140",1,9,43,10,2,36,19,120
"141",1,2,9,2,1,16,2,33
"142",2,0,17,3,1,22,4,50
"143",0,0,11,4,0,8,0,23
"144",0,0,22,6,0,21,12,61
"145",8,14,41,14,1,96,28,202
"146",11,127,165,54,23,106,146,636
"147",0,11,28,15,1,30,17,102
"148",2,1,17,1,1,26,5,54
"149",0,0,30,6,0,15,2,53
"150",0,5,25,6,1,37,10,84
"151",0,1,20,3,2,19,2,47
"152",0,0,5,1,0,11,0,17
"153",4,39,90,26,28,75,76,339
"154",0,3,92,3,1,37,12,148
"155",55,110,213,40,21,168,82,689
"156",8,8,37,11,0,48,18,130
"157",3,7,15,5,0,257,5,292
"158",1,0,4,2,0,8,0,15
"159",0,0,4,1,0,16,1,22
"160",1,2,19,12,2,18,7,61
"161",0,0,15,1,3,21,7,47
"162",7,45,100,31,32,80,87,384
"163",0,7,24,6,3,88,7,135
"164",3,5,27,5,1,62,11,114
"165",1,0,7,2,1,4,1,16
"166",1,6,13,8,2,22,17,70
"167",2,20,78,33,4,129,66,332
"168",9,28,77,23,13,66,35,252
"169",4,18,59,35,4,81,38,240
"170",31,22,86,26,1,121,56,343
"171",0,2,5,1,0,9,0,17
"172",2,5,16,4,1,27,2,57
"173",0,8,32,11,0,41,11,103
"174",0,0,16,4,1,16,1,38
"175",1,14,52,16,2,63,32,180
"176",1,9,29,16,2,44,26,127
"177",1,31,53,16,3,50,46,201
"178",8,8,55,16,3,106,40,236
"179",0,1,24,7,0,23,8,64
"180",0,36,93,38,3,99,81,351
"181",14,9,35,7,1,56,6,128
"182",0,2,1,0,0,15,1,19
"183",3,0,8,1,0,3,4,19
"184",1,31,59,24,2,61,45,224
"185",0,0,1,0,0,0,0,1
"186",5,0,40,7,3,67,7,129
"187",9,6,50,11,3,145,14,238
"188",8,16,37,10,1,33,27,132
"189",4,15,70,33,4,170,43,339
"190",1,7,43,17,2,30,17,117
"191",0,2,1,2,0,7,0,12
"192",0,2,24,1,2,5,4,38
"193",0,2,32,13,4,45,14,110
"194",0,2,19,8,1,21,13,64
"195",1,3,20,6,0,20,10,60
"196",15,31,63,23,6,134,63,336
"197",4,24,64,34,4,87,40,259
"198",3,6,48,18,2,50,18,146
"199",0,0,2,0,0,0,0,2
"200",0,0,0,2,2,6,1,11
"201",0,11,27,14,1,29,15,97
"202",2,0,5,2,1,16,1,27
"203",1,2,10,1,0,9,1,24
"204",23,46,83,39,22,159,81,454
"205",4,8,56,12,3,36,18,138
"206",2,1,16,7,1,25,15,67
"207",0,1,19,3,2,18,2,45
"208",10,78,100,29,20,79,79,396
"209",0,1,14,2,0,7,2,26
"210",0,1,24,13,0,28,15,81
"211",28,154,193,47,33,126,152,733
"212",2,7,40,7,4,127,12,199
"213",2,1,18,2,1,24,5,54
"214",1,38,110,39,5,127,81,403
"215",1,0,13,14,1,21,8,58
"216",0,0,30,4,0,15,2,51
"217",2,24,40,17,11,51,49,194
"218",0,0,0,2,2,6,1,11
"219",16,9,33,11,0,44,16,129
"220",12,3,16,1,0,23,8,63
"221",4,6,28,25,1,97,21,182
"222",10,42,403,26,9,102,80,672
"223",1,14,73,11,3,31,19,153
"224",2,1,14,7,0,19,15,58
"225",10,6,22,4,0,20,3,65
"226",4,3,33,6,1,47,9,103
"227",2,1,31,6,1,47,7,95
"228",5,1,24,11,0,53,17,111
"229",4,5,33,12,2,75,6,137
"230",1,2,40,9,1,36,24,113
"231",1,1,10,3,1,16,1,33
"232",17,90,101,42,6,131,69,456
"233",3,11,26,9,1,34,3,87
"234",0,0,18,5,0,13,5,41
"235",0,1,12,3,0,6,1,23
"236",16,10,77,32,5,144,52,338
"237",2,2,24,12,0,18,13,71
"238",0,0,30,11,0,27,13,81
"239",3,2,20,5,0,23,4,57
"240",2,13,38,10,5,39,12,120
"241",2,15,42,9,2,36,41,149
"242",0,0,9,4,0,13,3,29
"243",1,17,75,12,3,38,20,167
"244",0,0,12,1,0,11,10,34
"245",3,1,7,0,0,9,1,21
"246",3,10,29,13,0,35,18,108
"247",4,2,19,2,0,24,1,52
"248",1,2,19,12,3,19,13,69
"249",8,50,69,23,1,77,38,266
"250",1,2,7,2,0,20,1,33
"251",0,0,0,2,0,3,0,5
"252",0,2,20,12,1,18,11,64
"253",0,1,39,7,1,31,15,94
"254",0,0,28,6,0,17,2,53
"255",0,0,5,2,0,7,0,14
"256",2,3,15,5,1,18,15,59
"257",1,3,12,7,3,14,4,44
"258",0,0,25,2,3,17,13,60
"259",1,6,26,7,1,187,5,233
"260",0,1,14,3,2,22,2,44
"261",4,16,52,33,3,70,38,217
"262",8,10,40,6,2,163,23,252
"263",0,0,4,1,0,8,0,13
"264",0,0,15,1,2,19,7,44
"265",1,0,10,1,1,10,3,26
"266",0,0,4,0,0,4,0,8
"267",0,10,27,13,1,28,16,95
"268",0,5,19,5,0,28,8,65
"269",0,0,20,6,2,30,6,64
"270",0,1,24,1,2,7,5,40
"271",0,0,0,1,0,1,0,3
"272",0,2,17,5,0,10,4,38
"273",0,2,26,3,1,20,7,59
"274",1,9,20,14,1,44,23,112
"275",0,0,0,0,0,0,0,0
"276",10,10,42,7,2,173,22,266
"277",2,6,22,4,1,21,16,73
"278",17,7,52,11,3,145,17,252
"279",0,2,29,12,1,29,12,85
"280",1,5,35,14,3,23,16,97
"281",35,31,77,33,7,78,43,304
"282",1,10,19,13,0,11,13,67
"283",15,20,61,17,7,107,44,271
"284",14,16,64,19,2,206,29,350
"285",3,14,70,27,5,41,43,203
"286",0,1,19,4,0,13,6,43
"287",1,33,105,52,0,117,81,390
"288",17,3,20,11,0,52,12,115
"289",3,2,32,5,0,26,8,76
"290",0,2,0,0,0,0,0,2
"291",0,2,37,13,1,27,13,93
"292",1,1,25,9,2,7,9,54
"293",7,37,90,19,11,66,61,291
"294",0,1,8,2,0,19,0,30
"295",4,8,40,21,1,47,24,146
"296",3,5,17,7,2,28,19,82
"297",0,0,8,9,1,19,6,43
"298",11,6,36,7,3,103,8,174
"299",1,1,6,3,2,13,0,26
"300",0,0,6,0,0,18,2,26
"301",2,0,15,4,1,28,3,53
"302",2,5,28,9,5,168,10,227
"303",1,5,9,6,2,12,12,48
"304",15,15,68,28,7,144,50,329
"305",3,15,34,21,1,286,25,385
"306",0,10,26,9,1,27,13,86
"307",1,6,26,5,3,21,4,66
"308",0,0,30,7,0,16,2,55
"309",1,22,53,22,0,56,40,194
"310",1,28,71,38,4,81,66,289
"311",1,3,19,7,3,15,14,62
"312",0,1,10,2,1,4,3,21
"313",60,219,368,83,41,342,182,1296
"314",0,2,8,1,3,17,7,38
"315",0,5,23,6,2,57,15,108
"316",2,7,39,8,0,53,12,121
"317",9,4,40,9,6,62,11,141
"318",0,0,6,2,2,8,2,20
"319",96,78,141,57,10,191,149,722
"320",0,1,7,3,0,6,1,18
"321",1,0,3,3,2,7,0,16
"322",8,17,61,28,0,139,27,281
"323",14,13,77,13,7,85,25,234
"324",11,22,64,29,2,163,28,320
"325",0,0,20,5,0,12,6,43
"326",3,2,12,12,0,48,14,91
"327",4,2,26,4,2,26,9,74
"328",0,0,22,6,0,15,6,49
"329",0,5,13,3,0,7,5,33
"330",0,3,26,2,2,7,4,44
"331",4,3,28,11,0,65,4,115
"332",0,0,15,5,0,20,7,47
"333",1,0,9,4,0,10,2,26
"334",2,5,26,9,5,172,10,229
"335",0,0,1,2,1,7,1,12
"336",15,18,37,6,3,48,5,132
"337",0,0,1,1,1,2,4,9
"338",1,1,29,9,0,23,8,71
"339",3,3,34,5,0,23,7,75
"340",2,34,82,26,2,118,48,314
"341",0,0,8,8,1,29,5,51
"342",0,0,0,0,0,0,0,0
"343",4,13,79,33,6,55,51,241
"344",11,41,63,9,1,138,25,288
"345",1,2,10,4,0,15,3,35
"346",1,0,14,4,0,8,1,28
"347",2,0,9,2,1,17,1,32
"348",16,18,73,28,7,153,53,349
"349",4,4,12,1,0,31,1,53
"350",1,1,0,4,0,21,1,28
"351",0,0,13,3,2,5,3,26
"352",6,7,37,13,2,37,7,109
"353",1,1,27,5,0,18,11,63
"354",0,0,28,5,3,17,14,67
"355",0,0,29,7,0,14,2,52
"356",0,8,37,18,1,41,21,127
"357",1,1,41,6,2,27,19,97
"358",7,0,13,4,0,16,2,42
"359",8,39,148,43,5,126,87,456
"360",0,0,5,0,1,6,3,15
"361",0,0,13,1,2,20,7,43
"362",0,1,37,3,1,15,12,69
"363",0,1,18,5,0,9,1,34
"364",0,1,41,5,2,23,19,91
"365",2,8,16,10,1,40,18,95
"366",1,11,32,13,0,30,12,99
"367",0,2,10,3,2,31,10,58
"368",28,20,85,22,8,96,29,288
"369",27,18,81,19,7,93,26,271
"370",1,1,24,2,0,18,5,51
"371",1,2,8,3,1,19,1,35
"372",0,0,29,5,0,17,2,53
"373",1,1,0,2,0,22,1,27
"374",0,0,14,1,1,9,1,26
"375",1,0,8,3,0,31,4,47
"376",2,2,22,10,0,24,12,73
"377",11,17,60,22,2,145,23,281
"378",4,13,79,33,6,55,51,241
"379",3,4,28,22,2,22,13,94
"380",2,1,27,3,0,18,1,52
"381",4,3,32,4,3,66,4,117
"382",9,150,147,30,7,112,118,574
"383",1,1,10,2,0,9,1,24
"384",2,1,4,0,0,4,0,11
"385",0,0,35,7,3,26,13,84
"386",0,0,7,2,2,8,2,21
"387",1,0,1,1,2,9,0,14
"388",1,2,7,4,0,9,2,25
"389",0,0,5,0,0,12,0,17
"390",18,20,61,16,11,105,45,276
"391",2,1,14,7,0,24,15,63
"392",0,1,15,5,0,27,5,53
"393",1,7,56,17,3,55,33,172
"394",2,8,13,6,1,44,10,84
"395",4,3,23,4,1,52,15,103
"396",4,2,22,13,1,24,11,77
"397",7,41,63,8,9,131,30,289
"398",2,11,76,21,1,66,42,219
"399",8,45,68,37,23,148,67,397
"400",7,123,125,43,18,104,98,518
"401",16,11,73,29,7,141,52,331
"402",1,3,18,4,0,18,10,54
"403",13,125,167,44,35,103,121,611
"404",0,0,19,13,0,31,11,74
"405",0,10,25,13,1,27,15,91
"406",1,0,0,0,0,11,0,12
"407",5,2,24,11,0,53,23,118
"408",0,1,1,0,0,13,0,15
"409",10,9,44,8,2,186,22,281
"410",9,11,52,9,3,165,27,276
"411",5,4,15,2,1,44,10,81
"412",0,0,5,1,0,8,1,15
"413",28,67,117,25,9,95,62,403
"414",1,0,16,7,0,9,0,33
"415",2,3,19,7,2,21,18,72
"416",0,1,42,5,2,43,13,106
"417",1,22,55,22,0,55,39,194
"418",1,1,12,1,1,10,2,28
"419",3,4,28,22,2,22,17,98
"420",8,10,35,12,2,49,17,133
"421",4,5,45,8,0,20,2,84
"422",4,8,16,5,0,35,6,74
"423",25,141,178,50,31,125,150,704
"424",16,29,35,17,16,75,54,242
"425",4,14,67,29,6,96,41,258
"426",12,15,64,35,6,158,44,334
"427",3,9,14,7,2,153,5,193
"428",24,11,47,17,2,51,48,200
"429",1,0,11,4,0,18,2,36
"430",0,0,19,9,1,29,7,65
"431",1,1,8,3,1,22,2,38
"432",1,27,49,13,1,52,37,180
"433",6,11,54,23,3,75,33,205
"434",12,18,47,22,7,77,22,205
"435",0,1,14,2,0,16,12,46
"436",0,0,0,2,2,6,1,11
"437",10,31,63,25,6,118,55,309
"438",6,5,24,11,0,42,24,113
"439",14,171,162,36,18,121,125,648
"440",64,193,293,59,30,287,159,1086
"441",3,1,11,4,0,42,1,63
"442",5,9,14,5,14,34,5,86
"443",1,7,15,7,0,5,6,41
"444",1,6,21,3,0,25,5,61
"445",4,3,37,7,3,58,21,133
"446",10,43,403,38,10,127,95,726
"447",3,3,26,7,0,31,18,88
"448",0,1,13,4,0,18,4,40
"449",10,18,50,16,1,179,35,309
"450",3,4,15,9,0,15,2,48
"451",1,11,20,3,0,21,8,64
"452",9,109,100,39,9,108,91,465
"453",0,1,23,8,0,19,8,59
"454",0,0,0,1,0,4,0,5
"455",1,0,4,5,0,6,2,18
"456",0,0,5,0,0,18,0,23
"457",0,0,8,9,1,19,5,42
"458",9,10,69,20,2,95,26,231
"459",15,16,50,24,6,85,38,234
"460",1,1,17,14,1,22,8,64
"461",3,2,37,6,1,52,7,108
"462",6,14,39,8,2,81,19,169
"463",1,0,19,4,1,9,0,34
"464",0,4,20,13,1,24,15,78
"465",3,15,40,8,5,38,13,123
"466",19,33,113,31,4,126,98,425
"467",0,0,29,5,0,13,3,50
"468",0,1,13,2,0,9,3,28
"469",0,25,49,20,2,37,25,159
"470",0,2,8,1,0,18,1,30
"471",2,2,30,7,1,20,10,74
"472",0,0,12,3,0,13,0,28
"473",0,1,2,1,0,8,0,12
"474",0,1,7,3,0,5,1,17
"475",0,0,11,1,2,17,7,38
"476",1,4,50,13,2,31,19,120
"477",16,26,62,28,4,156,60,353
"478",6,10,51,16,0,48,16,147
"479",14,126,167,37,49,144,132,671
"480",1,22,50,19,0,53,37,182
"481",0,0,28,7,0,13,2,50
"482",0,0,41,9,0,28,13,91
"483",5,12,23,8,1,273,11,333
"484",10,11,48,6,5,222,27,329
"485",52,150,375,82,31,357,184,1232
"486",0,2,17,3,0,6,3,31
"487",8,106,110,42,10,111,89,476
"488",1,8,41,21,1,39,23,135
"489",15,15,67,32,7,138,49,325
"490",0,1,4,3,3,6,3,20
"491",0,0,16,10,1,11,9,47
"492",4,15,56,26,3,71,32,208
"493",0,8,41,17,1,39,16,123
"494",4,5,33,12,2,75,6,137
"495",9,6,43,19,1,96,12,186
"496",0,7,25,6,3,90,8,139
"497",3,4,42,7,2,43,13,115
"498",3,2,20,7,0,20,3,55
"499",2,7,16,15,0,79,16,135
"500",1,3,13,3,3,14,4,41
"501",3,5,21,14,1,40,23,107
"502",0,0,31,5,0,17,2,55
"503",0,1,17,9,1,58,9,95
"504",1,3,38,15,1,20,12,90
"505",3,23,44,18,1,121,37,247
"506",10,8,40,18,5,104,14,200
"507",1,9,25,15,1,42,25,118
"508",4,21,78,43,4,112,64,328
"509",4,13,68,25,5,93,42,251
"510",0,6,87,25,3,47,34,203
"511",0,0,7,7,0,8,2,24
"512",7,49,76,23,1,82,37,276
"513",1,3,25,7,0,29,10,75
"514",16,7,53,10,3,144,19,252
"515",0,8,42,18,2,36,22,129
"516",0,0,20,5,0,12,6,43
"517",4,15,55,21,3,69,31,199
"518",2,8,12,7,0,16,5,50
"519",0,11,28,16,1,33,19,108
"520",0,15,46,11,1,59,33,166
"521",1,1,17,6,2,27,4,58
"522",103,186,174,57,27,195,130,872
"523",0,15,66,25,2,48,68,224
"524",1,9,46,15,5,44,31,152
"525",1,22,50,20,0,54,41,188
"526",3,0,5,1,0,3,5,17
"527",16,0,15,2,1,12,1,47
"528",1,1,4,2,1,12,0,21
"529",0,1,13,4,1,13,0,32
"530",0,0,10,1,0,14,0,25
"531",2,5,49,17,2,50,18,144
"532",11,10,43,20,6,114,14,219
"533",5,2,7,2,1,9,1,27
"534",7,19,53,20,1,179,36,315
"535",2,1,16,9,1,30,3,62
"536",4,7,48,20,2,48,18,148
"537",0,8,12,3,0,19,3,45
"538",0,0,5,1,0,19,0,25
"539",0,3,10,3,1,25,12,54
"540",0,0,15,4,0,8,1,28
"541",38,75,144,28,12,104,58,459
"542",0,1,17,2,2,22,2,46
"543",0,0,6,0,0,10,0,16
"544",3,9,38,20,1,43,22,137
"545",0,0,23,12,0,17,12,64
"546",1,38,112,39,5,128,73,398
"547",3,2,32,19,4,47,31,138
"548",13,21,69,22,4,117,50,296
"549",1,0,4,0,0,0,2,7
"550",8,151,93,17,6,82,38,396
"551",1,3,22,7,1,24,9,67
"552",3,5,17,6,0,10,6,47
"553",3,10,40,18,0,20,14,105
"554",4,7,31,23,1,88,22,176
"555",2,3,33,8,2,26,14,89
"556",0,0,19,3,0,9,7,38
"557",2,2,26,6,0,29,8,73
"558",8,10,40,12,1,63,5,139
"559",1,2,11,1,0,15,0,30
"560",0,10,26,12,1,27,16,92
"561",0,0,0,0,0,0,1,1
"562",4,12,44,17,3,66,21,168
"563",1,1,19,8,0,24,8,61
"564",4,5,19,9,0,36,20,94
"565",15,9,56,19,3,188,21,311
"566",1,0,7,6,0,9,2,25
"567",6,30,67,25,6,133,49,316
"568",2,5,24,5,0,21,15,72
"569",14,12,62,17,5,113,22,245
"570",0,0,15,1,2,19,7,44
"571",0,0,10,1,0,13,3,27
"572",2,8,49,12,11,44,27,153
"573",0,9,80,35,1,89,51,266
"574",7,14,36,18,1,92,21,189
"575",0,11,27,14,1,29,15,97
"576",15,8,67,28,5,132,49,306
"577",2,0,10,4,0,16,0,32
"578",0,1,18,4,0,15,5,43
"579",0,0,5,2,2,3,1,13
"580",2,14,17,7,3,32,15,90
"581",7,10,44,12,2,83,24,182
"582",2,0,10,3,1,15,1,32
"583",0,1,13,2,0,10,3,29
"584",0,0,20,4,1,16,2,43
"585",16,12,59,19,3,57,53,219
"586",0,14,59,23,1,40,60,197
"587",1,2,18,4,0,24,2,51
"588",5,6,42,18,1,89,14,175
"589",3,5,48,7,1,31,7,102
"590",11,11,32,9,2,54,8,127
"591",11,16,58,28,10,126,29,279
"592",7,51,68,11,9,136,43,325
"593",9,13,33,15,6,84,15,175
"594",3,7,41,8,3,27,10,99
"595",0,0,20,2,2,15,5,44
"596",14,31,65,23,7,138,64,343
"597",28,20,85,22,8,96,29,288
"598",0,3,27,5,0,22,5,62
"599",1,0,1,0,0,6,0,8
"600",16,0,15,2,1,12,1,47
"601",23,15,34,11,2,54,10,149
"602",5,2,8,1,0,5,2,23
"603",12,127,155,35,50,140,120,641
"604",14,6,15,6,1,42,8,92
"605",19,164,155,46,32,116,142,674
"606",0,1,11,2,0,8,2,24
"607",7,10,43,12,1,101,22,196
"608",1,10,27,14,1,32,17,102
"609",0,2,5,5,0,25,3,40
"610",9,18,27,11,2,50,28,145
"611",10,13,61,27,7,128,39,286
"612",1,14,73,11,3,33,19,155
"613",1,2,14,2,1,11,8,39
"614",0,1,13,2,3,12,9,40
"615",0,0,20,8,2,4,6,40
"616",10,4,18,2,0,19,4,57
"617",0,2,26,2,2,7,4,43
"618",0,0,1,0,0,0,0,1
"619",0,1,18,5,0,10,1,35
"620",6,99,92,21,1,71,77,367
"621",0,0,28,12,1,35,15,91
"622",5,8,20,6,2,140,5,186
"623",8,19,32,11,1,48,27,146
"624",1,1,19,2,0,17,4,44
"625",0,2,41,13,1,25,16,98
"626",0,9,44,16,1,44,14,129
"627",0,4,47,18,3,55,12,139
"628",11,16,55,25,1,142,24,275
"629",0,1,39,7,1,31,15,94
"630",13,9,54,18,7,248,25,374
"631",3,2,17,3,0,12,3,40
"632",1,7,41,16,1,27,17,110
"633",1,3,32,11,1,24,12,84
"634",0,33,98,39,3,111,76,361
"635",1,1,29,14,0,32,10,87
"636",0,0,14,6,0,5,5,30
"637",11,10,44,7,4,157,26,259
"638",5,9,17,6,2,156,5,200
"639",8,121,119,27,5,95,105,480
"640",0,6,21,6,0,30,10,73
"641",1,2,14,5,1,19,3,45
"642",5,7,44,12,3,69,22,162
"643",2,1,17,8,1,54,5,88
"644",1,1,6,1,1,18,6,34
"645",2,7,40,7,4,126,12,198
"646",9,0,15,9,0,23,1,57
"647",3,19,41,10,0,32,39,146
"648",1,1,9,4,0,9,2,26
"649",0,0,6,4,0,3,0,13
"650",4,3,14,1,0,46,0,68
"651",0,2,22,1,0,13,10,48
"652",0,2,22,2,1,21,3,51
"653",0,1,23,18,1,25,11,79
"654",2,4,45,12,10,41,27,141
"655",0,7,23,5,1,39,10,85
"656",2,1,11,0,1,12,2,29
"657",4,14,64,25,4,189,34,334
"658",0,0,19,17,0,20,10,66
"659",7,14,49,21,0,68,30,190
"660",3,2,20,6,1,25,8,65
"661",3,22,73,40,5,182,55,380
"662",0,1,0,1,0,22,1,25
"663",1,1,21,2,0,14,8,47
"664",4,5,49,7,0,19,2,86
"665",26,216,206,59,38,144,175,864
"666",0,5,10,1,0,16,4,36
"667",1,4,30,6,1,28,10,80
"668",9,18,35,10,2,41,25,140
"669",8,95,140,40,50,96,115,545
"670",3,13,51,9,2,65,26,169
"671",3,8,26,12,1,36,12,98
"672",7,10,46,8,2,109,17,199
"673",0,3,24,2,5,27,13,74
"674",4,7,55,23,7,40,45,181
"675",0,0,11,3,1,2,3,20
"676",1,5,19,4,2,22,2,55
"677",3,7,23,6,0,14,10,63
"678",1,0,11,4,0,5,1,22
"679",3,2,26,7,0,41,5,84
"680",10,10,43,8,4,186,25,286
"681",0,0,0,2,2,6,1,11
"682",8,149,94,18,5,85,36,397
"683",0,3,20,5,0,20,4,52
"684",3,5,16,1,0,28,2,55
"685",11,30,61,25,6,131,56,321
"686",1,6,38,15,2,24,16,102
"687",1,3,35,11,0,29,17,96
"688",3,11,64,24,3,38,32,175
"689",1,1,20,6,0,10,1,39
"690",1,0,15,6,0,10,0,32
"691",11,127,166,59,23,105,144,639
"692",0,0,11,1,1,7,2,22
"693",0,0,13,1,2,20,7,43
"694",1,0,2,3,0,8,1,15
"695",5,28,91,40,4,125,64,358
"696",4,8,51,10,2,50,27,153
"697",0,0,1,0,0,0,0,1
"698",13,6,56,11,3,141,16,246
"699",3,4,35,9,1,30,19,101
"700",4,41,47,19,2,36,23,173
"701",1,2,13,1,0,16,0,33
"702",6,3,5,0,0,18,2,34
"703",5,15,36,17,3,100,17,194
"704",16,6,55,11,3,145,17,253
"705",4,9,48,11,1,37,17,127
"706",1,1,6,0,0,5,0,13
"707",4,5,18,7,1,28,18,82
"708",0,0,2,2,0,6,0,10
"709",3,7,19,9,1,33,13,85
"710",4,2,26,4,0,25,8,69
"711",22,11,41,16,2,45,41,178
"712",0,0,18,8,1,27,6,60
"713",16,9,71,28,5,133,50,314
"714",0,1,19,2,0,14,6,43
"715",1,3,34,12,0,34,4,88
"716",0,4,15,4,1,31,13,68
"717",1,2,10,3,1,14,8,39
"718",3,11,37,13,1,70,13,148
"719",0,1,7,3,0,9,0,20
"720",0,3,32,17,0,40,19,111
"721",20,12,40,24,6,224,14,341
"722",7,6,22,1,0,27,12,75
"723",3,12,69,28,3,42,38,195
"724",0,6,26,17,1,25,20,95
"725",0,1,5,18,1,32,7,64
"726",0,4,33,6,1,27,7,78
"727",0,2,29,12,1,22,6,72
"728",2,6,75,13,2,56,19,173
"729",0,1,11,1,0,25,1,39
"730",3,6,10,13,0,18,8,58
"731",0,0,8,3,0,14,0,25
"732",0,2,15,5,1,18,3,44
"733",4,4,26,2,3,70,5,115
