"","V1","V2","V3","V4","V5","V6","V7","V8"
"201",1,19,29,7,1,58,13,129
"202",1,3,3,0,0,11,0,18
"203",7,2,9,0,1,5,2,27
"204",13,27,99,41,8,128,81,398
"205",6,7,34,6,3,33,18,107
"206",0,4,41,7,0,37,5,94
"207",0,5,36,9,1,19,7,77
"208",11,100,89,27,10,97,77,411
"209",0,0,5,2,1,6,2,16
"210",0,1,25,14,1,24,10,77
"211",16,160,182,33,10,144,129,676
"212",5,4,42,4,4,71,8,138
"213",1,2,14,4,0,25,4,50
"214",1,54,119,57,8,170,82,492
"215",0,2,11,2,1,20,3,39
"216",0,1,10,2,1,12,2,28
"217",4,29,30,14,6,58,35,176
"218",1,19,44,1,1,8,8,82
"219",9,13,21,15,3,48,13,123
"220",20,2,17,5,0,21,2,67
"221",4,30,53,6,2,72,44,211
"222",14,68,199,24,8,135,71,520
"223",0,6,80,9,0,47,22,164
"224",0,4,39,7,0,39,5,94
"225",4,6,14,8,0,19,2,53
"226",5,7,37,6,4,45,6,110
"227",6,4,24,7,0,29,3,73
"228",6,16,22,8,5,74,11,142
"229",3,4,17,8,1,35,5,73
"230",1,5,24,11,4,40,16,101
"231",1,1,9,4,1,15,4,35
"232",18,89,94,36,5,115,55,412
"233",11,11,28,12,1,38,5,106
"234",0,0,10,1,0,9,3,23
"235",0,1,10,2,0,5,1,19
"236",17,37,76,20,4,166,64,384
"237",0,6,23,8,0,43,18,98
"238",1,8,27,4,1,37,12,90
"239",6,5,21,3,0,31,11,77
"240",6,11,27,10,5,37,16,113
"241",2,15,48,13,2,47,26,153
"242",1,0,15,1,1,23,1,42
"243",0,9,85,10,0,48,21,173
"244",0,2,9,1,0,14,3,29
"245",5,2,4,1,0,11,2,25
"246",5,12,20,8,0,48,7,100
"247",6,3,16,3,0,20,1,49
"248",0,3,12,4,1,23,12,55
"249",8,51,110,25,4,105,45,348
"250",0,2,15,6,1,24,5,53
"251",0,0,0,0,0,4,1,5
"252",0,7,18,6,1,17,8,57
"253",0,4,35,17,1,32,30,119
"254",0,1,12,2,1,8,0,24
"255",0,0,4,1,0,7,0,12
"256",0,6,37,7,0,39,7,96
"257",1,4,15,7,1,28,10,66
"258",0,8,32,9,3,25,15,92
"259",4,6,18,3,0,231,4,267
"260",1,4,15,2,1,20,5,48
"261",4,20,73,16,5,78,35,231
"262",8,4,35,3,1,79,10,140
"263",0,0,4,2,0,9,3,18
"264",1,1,16,3,2,12,5,40
"265",0,1,10,3,0,10,0,24
"266",0,0,2,0,0,9,0,11
"267",1,19,28,5,1,55,14,124
"268",1,8,15,4,2,20,9,59
"269",0,0,16,12,0,26,3,57
"270",1,5,14,1,2,21,8,52
"271",0,0,5,0,0,1,0,6
"272",1,2,8,5,1,7,2,26
"273",1,5,19,0,1,28,3,57
"274",1,12,22,3,2,45,17,102
"275",0,0,0,0,0,0,0,0
"276",10,5,42,4,0,82,9,152
"277",0,4,15,6,1,31,15,72
"278",10,7,34,15,1,137,13,217
"279",1,1,32,8,2,39,19,102
"280",1,10,25,8,2,24,9,79
"281",33,34,75,22,4,111,44,323
"282",5,19,20,6,0,24,18,92
"283",8,27,54,15,12,100,43,259
"284",11,41,81,13,3,442,31,622
"285",2,14,65,24,2,69,49,225
"286",0,2,18,0,1,21,9,51
"287",4,22,86,55,5,119,74,365
"288",16,2,33,4,3,39,6,103
"289",0,7,37,8,1,17,6,76
"290",0,1,0,0,0,0,0,1
"291",1,3,37,9,2,42,22,116
"292",0,2,21,4,2,32,12,73
"293",3,38,88,18,6,70,63,286
"294",1,1,9,3,0,11,2,27
"295",1,9,31,14,1,31,23,110
"296",2,11,11,4,2,43,10,83
"297",1,0,9,3,0,18,0,31
"298",8,3,25,8,0,89,8,141
"299",4,2,8,6,1,20,6,47
"300",0,0,10,0,0,7,0,17
"301",1,5,16,5,1,37,5,70
"302",2,10,42,8,3,325,16,406
"303",1,8,6,3,2,25,7,52
"304",19,39,70,25,5,174,66,398
"305",4,14,55,10,3,256,19,361
"306",1,19,24,4,1,48,13,111
"307",2,6,15,4,0,28,16,71
"308",0,1,13,2,1,8,0,25
"309",1,16,32,10,3,74,27,163
"310",4,18,55,33,2,88,46,246
"311",1,13,19,5,2,40,9,90
"312",0,0,8,3,0,13,2,26
"313",49,138,385,99,20,453,161,1305
"314",2,7,18,6,0,36,9,78
"315",1,7,24,5,3,28,13,81
"316",0,3,24,10,1,47,9,94
"317",5,10,44,8,5,68,18,158
"318",0,3,12,2,0,14,8,39
"319",69,55,138,56,5,229,119,672
"320",0,0,6,1,0,4,1,12
"321",0,0,9,0,1,8,2,20
"322",6,23,60,27,3,138,40,297
"323",6,17,76,12,6,76,25,218
"324",8,18,63,30,4,151,45,319
"325",0,0,10,2,0,11,3,26
"326",4,22,19,17,6,49,8,125
"327",1,2,34,5,0,25,8,75
"328",0,1,11,3,0,16,3,34
"329",1,0,8,2,0,13,1,25
"330",0,3,20,4,0,11,8,46
"331",4,5,40,10,4,52,14,130
"332",0,1,30,17,1,23,19,91
"333",0,2,9,3,2,4,4,24
"334",2,10,39,6,3,252,15,327
"335",2,19,46,0,1,12,8,88
"336",25,20,24,12,2,47,9,139
"337",0,1,2,0,0,1,1,5
"338",1,2,19,4,2,17,4,49
"339",0,7,34,9,1,17,8,76
"340",2,58,92,43,6,152,66,420
"341",0,2,12,6,0,24,12,56
"342",0,0,0,0,0,0,0,0
"343",3,17,76,27,2,79,59,263
"344",5,41,58,13,4,125,42,288
"345",0,0,4,0,0,22,0,27
"346",0,0,9,1,1,11,6,28
"347",2,3,9,1,0,17,2,34
"348",18,45,64,13,2,155,57,354
"349",3,2,9,1,1,17,2,35
"350",1,2,3,0,0,14,2,22
"351",0,3,15,3,0,11,8,40
"352",10,5,22,4,3,56,10,110
"353",1,3,22,11,0,27,11,75
"354",0,9,34,11,3,25,16,98
"355",0,1,12,2,1,9,1,26
"356",1,7,25,9,1,30,23,96
"357",0,16,37,10,0,51,8,122
"358",2,0,9,1,0,14,2,28
"359",11,67,136,44,7,162,81,509
"360",0,0,8,2,0,8,2,20
"361",1,1,16,3,2,12,5,40
"362",2,3,25,11,0,19,12,72
"363",0,2,13,2,0,7,1,25
"364",1,5,33,19,1,30,19,108
"365",1,9,22,5,1,38,14,90
"366",5,1,30,8,2,24,11,81
"367",1,7,18,2,0,30,5,63
"368",20,26,93,14,7,83,28,271
"369",20,26,89,15,6,80,28,264
"370",4,3,17,4,0,17,4,49
"371",0,3,17,4,1,26,6,57
"372",0,1,10,2,1,11,0,25
"373",1,2,3,0,0,15,2,23
"374",0,0,11,0,0,12,2,25
"375",1,0,7,1,0,27,1,37
"376",0,3,14,6,1,38,9,71
"377",8,14,62,27,4,141,34,290
"378",3,17,76,27,2,79,59,263
"379",1,1,11,12,4,31,26,87
"380",0,6,23,4,1,20,4,58
"381",9,7,32,3,0,42,13,107
"382",16,133,129,29,5,118,86,516
"383",1,1,6,3,1,8,1,21
"384",4,5,3,1,0,9,0,22
"385",0,1,19,5,3,17,11,56
"386",0,3,12,2,0,14,8,39
"387",0,0,10,0,1,9,3,23
"388",2,1,7,2,0,8,3,23
"389",0,0,7,3,1,24,1,36
"390",8,29,54,15,15,95,40,256
"391",0,4,40,7,0,37,5,93
"392",0,4,8,0,0,21,4,37
"393",3,7,52,24,2,53,36,177
"394",5,15,25,9,0,60,7,121
"395",3,4,23,12,4,50,14,110
"396",2,4,18,3,1,35,7,70
"397",5,55,74,18,1,138,63,355
"398",1,30,83,14,7,64,61,261
"399",12,22,88,39,8,105,69,343
"400",11,103,100,44,7,113,81,459
"401",19,40,71,23,5,167,69,394
"402",3,1,13,4,0,16,8,45
"403",6,99,162,41,15,156,112,591
"404",1,4,29,5,4,35,11,90
"405",1,19,24,4,1,49,13,112
"406",0,0,2,1,0,8,2,13
"407",6,16,22,9,5,77,12,147
"408",0,2,12,5,0,19,3,41
"409",11,5,42,5,0,107,9,179
"410",10,8,48,4,1,85,14,170
"411",7,11,23,3,3,34,11,92
"412",0,1,1,0,1,4,8,15
"413",21,80,123,20,8,81,44,377
"414",0,1,13,2,0,9,8,33
"415",0,7,44,9,0,45,7,112
"416",0,3,24,4,0,26,13,70
"417",1,16,31,9,2,72,26,157
"418",0,2,14,3,0,8,0,27
"419",1,1,12,12,4,31,25,87
"420",1,6,34,13,0,55,23,132
"421",0,14,44,2,5,19,7,91
"422",5,5,11,4,0,31,11,67
"423",15,156,185,33,12,159,138,700
"424",6,34,61,23,4,68,45,242
"425",2,29,65,33,7,114,40,290
"426",9,41,61,23,3,148,37,322
"427",5,7,23,4,4,149,13,205
"428",26,9,27,16,4,90,28,200
"429",1,1,11,6,1,11,1,32
"430",1,1,15,6,0,24,7,54
"431",1,0,8,5,2,13,4,33
"432",1,21,56,8,2,72,30,190
"433",4,7,42,18,1,102,27,201
"434",14,30,55,13,10,58,32,212
"435",0,2,18,3,0,19,6,48
"436",1,19,46,1,1,10,8,86
"437",15,49,67,10,4,131,49,325
"438",5,12,16,6,5,61,10,115
"439",17,150,133,29,9,124,101,564
"440",49,112,311,76,23,384,132,1087
"441",2,4,14,4,0,60,3,89
"442",4,26,24,8,8,31,9,110
"443",0,4,8,5,0,10,2,29
"444",1,2,23,9,1,41,10,87
"445",1,7,30,11,4,40,24,117
"446",17,68,209,38,9,163,84,589
"447",3,4,32,3,0,19,6,67
"448",1,1,19,1,1,26,1,50
"449",20,16,51,13,4,156,47,307
"450",1,4,13,1,0,25,1,45
"451",0,7,24,4,1,17,9,62
"452",16,111,90,41,3,117,63,441
"453",0,2,22,3,1,12,16,56
"454",0,0,2,0,0,3,0,5
"455",0,0,5,4,0,11,1,21
"456",0,2,7,3,1,28,2,43
"457",1,0,8,2,0,17,0,28
"458",6,7,48,20,3,57,21,162
"459",5,9,62,19,4,97,23,219
"460",1,2,17,3,1,26,4,54
"461",5,4,23,7,1,33,5,78
"462",10,15,49,11,1,66,21,173
"463",1,3,32,8,0,18,6,68
"464",4,11,18,13,0,20,12,78
"465",4,10,37,12,5,27,13,109
"466",18,59,137,39,13,198,63,527
"467",0,1,13,3,0,10,0,27
"468",0,4,13,2,0,27,1,47
"469",2,19,54,20,1,53,25,174
"470",0,2,14,5,1,21,4,47
"471",0,3,26,6,1,22,7,65
"472",0,0,2,2,1,8,1,14
"473",0,2,7,3,0,181,3,196
"474",0,0,6,1,0,5,1,13
"475",0,1,13,2,2,11,5,34
"476",1,12,45,5,2,31,22,118
"477",16,45,58,19,2,136,58,334
"478",2,1,31,11,2,42,13,102
"479",15,172,167,41,30,124,129,678
"480",0,13,35,7,3,74,28,160
"481",0,1,11,2,1,8,1,24
"482",1,9,39,10,1,39,15,114
"483",7,7,36,1,4,236,14,305
"484",8,7,45,4,1,165,12,242
"485",37,145,407,98,23,500,177,1387
"486",0,1,9,3,0,6,2,21
"487",15,110,97,46,3,129,69,469
"488",1,10,25,13,2,38,23,112
"489",19,41,68,24,5,169,61,387
"490",1,20,46,2,1,12,12,94
"491",0,3,13,3,1,9,11,40
"492",5,19,72,17,5,68,32,218
"493",10,15,49,15,2,51,18,160
"494",3,4,17,8,1,35,5,73
"495",8,13,28,16,9,118,11,204
"496",3,3,31,3,4,61,5,110
"497",3,1,26,8,8,44,9,99
"498",5,4,22,4,0,34,10,79
"499",4,8,30,4,4,43,9,102
"500",0,1,18,3,2,22,10,56
"501",2,6,49,2,0,38,23,122
"502",0,1,12,2,1,11,0,27
"503",0,4,15,10,3,54,8,94
"504",0,5,42,16,1,34,17,115
"505",9,42,38,14,9,95,50,258
"506",18,11,37,11,2,62,15,156
"507",1,10,23,4,2,46,18,104
"508",3,19,119,38,12,149,72,414
"509",6,14,90,28,10,112,58,319
"510",1,9,42,22,2,49,26,151
"511",0,0,11,6,0,20,3,40
"512",6,61,95,21,5,118,35,341
"513",3,1,18,4,0,26,8,60
"514",9,7,32,15,1,140,13,217
"515",10,18,43,16,2,46,19,154
"516",0,0,10,2,0,12,2,26
"517",5,18,64,17,5,69,31,209
"518",3,12,14,7,2,16,7,62
"519",1,20,32,11,2,64,14,145
"520",1,11,43,10,0,57,32,155
"521",3,5,19,6,2,35,12,82
"522",87,78,158,51,10,196,96,677
"523",2,24,64,21,2,75,39,227
"524",1,16,27,13,2,70,23,152
"525",0,13,34,9,3,77,31,167
"526",0,0,11,1,0,6,1,19
"527",5,0,8,3,0,18,1,35
"528",1,0,5,4,1,6,4,21
"529",1,0,7,2,0,7,2,19
"530",0,0,7,0,0,10,2,19
"531",3,6,35,10,2,53,20,129
"532",22,13,41,12,2,77,18,185
"533",2,1,5,0,1,18,5,32
"534",21,19,55,14,4,150,44,307
"535",0,2,14,2,1,25,6,50
"536",3,6,33,10,2,57,21,132
"537",3,9,13,3,1,17,5,51
"538",0,3,9,3,1,28,2,46
"539",1,8,14,4,0,27,5,59
"540",0,1,10,1,0,5,1,18
"541",22,93,164,23,14,103,51,470
"542",0,5,19,3,1,21,3,52
"543",0,0,8,0,0,18,2,28
"544",1,8,29,15,1,28,23,105
"545",1,3,21,8,0,37,17,87
"546",1,57,119,57,9,165,80,489
"547",0,3,33,18,4,61,20,139
"548",7,29,70,16,8,97,44,271
"549",0,2,5,1,1,3,3,15
"550",6,210,143,15,12,107,26,519
"551",1,5,26,7,0,16,7,62
"552",1,2,15,3,0,14,5,40
"553",2,6,31,16,1,34,32,122
"554",4,34,52,8,4,65,45,212
"555",0,1,39,7,3,28,10,88
"556",0,1,21,3,2,13,4,44
"557",2,1,16,4,0,31,7,62
"558",20,11,38,10,3,53,18,153
"559",1,2,10,3,1,26,1,44
"560",1,19,27,5,1,51,13,118
"561",0,1,0,0,0,0,1,2
"562",4,15,66,15,5,65,23,193
"563",2,4,17,6,4,29,5,67
"564",2,8,11,5,3,55,7,91
"565",8,33,75,11,5,420,28,580
"566",0,1,11,3,1,9,1,26
"567",14,42,61,14,4,138,38,311
"568",1,4,16,3,0,13,9,46
"569",10,20,78,20,6,127,22,283
"570",1,1,16,3,2,12,5,40
"571",1,4,7,7,0,22,1,42
"572",6,7,28,9,27,60,25,162
"573",3,14,60,43,3,89,57,269
"574",11,20,30,19,6,58,14,159
"575",1,19,27,7,1,59,13,128
"576",17,32,63,20,3,153,61,349
"577",1,1,9,4,1,6,3,25
"578",0,4,17,2,0,32,2,57
"579",0,3,10,2,0,12,8,35
"580",7,17,17,5,3,39,21,109
"581",9,16,43,11,3,89,28,199
"582",2,0,8,0,1,9,2,22
"583",0,4,14,2,0,29,1,50
"584",0,3,29,8,1,22,5,68
"585",16,12,41,14,4,109,35,232
"586",1,22,58,19,2,64,34,200
"587",2,2,11,7,1,38,2,63
"588",7,13,34,20,9,111,15,210
"589",11,5,39,5,1,39,5,105
"590",14,8,29,17,4,61,6,139
"591",14,31,64,28,5,135,52,329
"592",7,64,78,19,2,145,78,394
"593",11,21,37,10,4,86,18,187
"594",5,11,26,7,5,28,11,93
"595",0,2,16,2,1,83,6,110
"596",16,53,60,10,4,140,50,333
"597",20,26,93,14,7,83,28,271
"598",0,4,26,2,2,44,2,80
"599",0,2,1,1,0,13,0,17
"600",5,0,7,3,0,19,1,35
"601",12,8,30,11,2,38,13,115
"602",2,2,5,1,1,17,0,28
"603",16,166,172,40,29,112,119,654
"604",9,4,11,13,0,56,16,109
"605",14,171,172,43,12,126,142,683
"606",0,4,12,2,0,25,1,44
"607",8,20,41,8,3,93,36,209
"608",1,17,34,10,1,55,14,133
"609",1,1,7,2,0,37,2,50
"610",10,7,33,11,1,42,47,151
"611",17,32,62,23,5,148,54,341
"612",0,6,83,8,0,50,21,168
"613",0,6,16,3,0,23,6,54
"614",0,4,17,3,0,14,3,41
"615",0,2,14,2,2,20,9,49
"616",13,5,15,5,0,21,1,60
"617",0,3,20,4,0,12,8,47
"618",0,0,1,0,0,0,0,1
"619",0,2,12,2,0,9,1,26
"620",13,82,91,22,7,87,60,362
"621",1,10,31,6,1,40,10,99
"622",7,7,26,2,4,123,12,181
"623",12,12,41,8,1,37,45,156
"624",5,3,19,3,0,31,6,67
"625",0,6,47,13,0,45,16,127
"626",9,13,45,13,2,56,21,159
"627",1,10,30,9,2,23,6,81
"628",7,14,53,25,4,135,39,277
"629",0,4,35,17,1,32,30,119
"630",8,17,47,11,6,124,11,224
"631",4,7,7,2,0,27,6,53
"632",1,6,24,9,0,41,9,90
"633",2,6,25,6,2,31,18,90
"634",1,42,102,50,6,146,70,418
"635",3,4,22,8,4,44,5,90
"636",0,3,8,1,0,8,1,21
"637",9,6,43,3,1,72,10,144
"638",7,7,27,2,5,131,13,192
"639",14,106,108,24,6,98,77,433
"640",1,4,22,4,0,28,6,65
"641",0,1,15,5,3,23,7,54
"642",0,9,37,16,5,50,27,144
"643",2,3,22,2,1,33,10,73
"644",1,6,9,2,0,11,3,32
"645",5,4,41,4,4,71,8,137
"646",3,0,14,4,1,29,4,55
"647",5,20,48,11,0,40,25,149
"648",0,2,10,3,2,6,5,28
"649",0,0,3,1,0,1,1,6
"650",1,1,19,2,0,33,2,58
"651",1,1,12,2,1,18,4,39
"652",0,1,19,0,0,22,4,46
"653",1,7,17,3,0,20,6,54
"654",6,10,24,7,27,53,25,152
"655",0,9,27,3,1,23,6,69
"656",2,5,4,1,0,6,2,21
"657",5,7,64,15,8,90,30,221
"658",1,6,17,3,0,19,7,53
"659",3,1,46,10,4,72,18,154
"660",1,0,19,1,2,24,4,51
"661",4,13,91,25,10,147,57,350
"662",1,3,2,0,0,16,2,24
"663",1,3,15,9,0,20,6,54
"664",0,14,44,2,5,18,7,90
"665",20,215,187,39,15,146,171,795
"666",7,1,11,4,2,15,2,42
"667",5,6,25,9,1,25,14,85
"668",7,9,33,11,1,37,37,135
"669",12,145,151,41,27,122,109,607
"670",1,5,52,15,2,67,23,165
"671",4,11,19,6,0,45,6,91
"672",10,13,47,11,4,100,30,215
"673",0,7,26,3,0,27,5,68
"674",2,18,56,19,3,64,35,197
"675",0,1,8,1,0,12,0,22
"676",4,5,13,9,1,37,14,83
"677",1,2,25,4,0,22,7,61
"678",1,1,31,8,0,17,6,64
"679",7,4,17,7,1,33,7,76
"680",8,6,43,4,1,87,9,158
"681",1,20,42,1,1,7,9,81
"682",6,212,149,18,10,105,33,533
"683",0,4,25,3,2,41,2,77
"684",2,1,9,1,1,11,1,26
"685",15,49,64,12,4,141,49,334
"686",1,6,25,10,0,34,11,87
"687",1,7,41,6,5,30,16,107
"688",2,15,63,23,1,62,45,211
"689",1,2,10,3,1,13,0,30
"690",0,4,13,4,2,9,1,33
"691",3,128,154,46,10,139,118,598
"692",0,1,15,3,0,13,1,33
"693",1,1,16,3,2,12,5,40
"694",0,3,7,0,1,4,5,20
"695",8,16,58,38,3,138,53,314
"696",1,7,35,10,2,49,22,126
"697",0,0,2,1,0,18,1,22
"698",6,6,33,17,1,134,12,209
"699",0,6,30,5,0,39,10,90
"700",3,51,60,12,4,46,19,195
"701",1,2,11,4,1,29,1,49
"702",2,4,4,1,0,17,1,29
"703",9,11,42,23,1,121,27,235
"704",9,7,36,15,2,140,13,222
"705",2,8,37,13,0,27,16,103
"706",2,1,1,3,1,12,2,22
"707",2,11,12,4,3,46,10,88
"708",0,0,3,0,0,3,1,7
"709",1,4,31,6,1,39,6,88
"710",0,7,29,6,0,14,3,59
"711",17,8,21,14,4,77,26,167
"712",0,1,15,9,0,27,6,58
"713",17,32,65,19,3,150,62,348
"714",0,1,5,3,0,10,3,22
"715",2,1,24,7,2,41,5,82
"716",1,8,22,5,0,33,8,77
"717",0,3,31,2,0,21,5,62
"718",6,12,29,4,4,71,10,136
"719",0,0,6,1,1,6,3,17
"720",0,6,28,14,2,43,15,110
"721",23,20,42,4,6,124,10,229
"722",7,6,11,5,0,15,2,46
"723",3,15,69,22,2,67,48,226
"724",0,12,28,8,1,36,20,105
"725",3,12,16,17,1,47,18,114
"726",2,9,22,6,2,31,9,81
"727",5,1,17,7,1,17,7,55
"728",12,8,55,7,1,60,9,152
"729",0,1,4,1,0,9,0,15
"730",3,7,20,5,1,21,7,64
"731",0,1,5,2,0,19,1,28
"732",1,0,14,1,0,16,2,34
"733",8,8,30,4,0,41,12,105
