"","x"
"1",0.241095890410959
"2",0.906849315068493
"3",0.676712328767123
"4",0.26027397260274
"5",0.657534246575342
"6",0.117808219178082
"7",0.301369863013699
"8",0.673972602739726
"9",0.435616438356164
"10",0.0383561643835616
"11",0.46027397260274
"12",0.479452054794521
"13",1.25479452054795
"14",0.775342465753425
"15",0.520547945205479
"16",0.13972602739726
"17",0.904109589041096
"18",0.487671232876712
"19",1.08493150684932
"20",0.975342465753425
"21",0.30958904109589
"22",0.252054794520548
"23",0.0712328767123288
"24",0.178082191780822
"25",0.526027397260274
"26",2.24657534246575
"27",0.183561643835616
"28",1.02191780821918
"29",1.07671232876712
"30",0.717808219178082
"31",2.01095890410959
"32",0.167123287671233
"33",0.150684931506849
"34",0.589041095890411
"35",1.62191780821918
"36",1.29041095890411
"37",0.175342465753425
"38",1.46849315068493
"39",1.87671232876712
"40",0.468493150684932
"41",0.23013698630137
"42",0.726027397260274
"43",0.591780821917808
"44",0.279452054794521
"45",0.358904109589041
"46",0.536986301369863
"47",2.12054794520548
"48",0.0794520547945206
"49",0.156164383561644
"50",1.75616438356164
"51",0.293150684931507
"52",0.767123287671233
"53",1.02739726027397
"54",0.26027397260274
"55",0.443835616438356
"56",0.578082191780822
"57",0.375342465753425
"58",0.512328767123288
"59",0.227397260273973
"60",1.04109589041096
"61",0.523287671232877
"62",0.0986301369863014
"63",1.26027397260274
"64",0.627397260273973
"65",1.14246575342466
"66",0.375342465753425
"67",0.953424657534247
"68",0.0493150684931507
"69",1.03287671232877
"70",2.15342465753425
"71",1.96438356164384
"72",0.378082191780822
"73",0.208219178082192
"74",0.76986301369863
"75",1.85479452054795
"76",0.558904109589041
"77",0.295890410958904
"78",0.567123287671233
"79",1.71506849315068
"80",0.912328767123288
"81",0.334246575342466
"82",0.794520547945205
"83",1.78082191780822
"84",0.126027397260274
"85",0.284931506849315
"86",0.854794520547945
"87",0.791780821917808
"88",0.301369863013699
"89",0.30958904109589
"90",0.835616438356164
"91",0.610958904109589
"92",0.515068493150685
"93",1.98904109589041
"94",0.128767123287671
"95",0.180821917808219
"96",1.35068493150685
"97",0.501369863013699
"98",0.0904109589041096
"99",0.276712328767123
"100",0.887671232876712
"101",0.895890410958904
"102",0.394520547945205
"103",1.32876712328767
"104",0.416438356164384
"105",1.33150684931507
"106",1.03561643835616
"107",0.0356164383561644
"108",0.112328767123288
"109",0.753424657534247
"110",0.36986301369863
"111",0.249315068493151
"112",0.438356164383562
"113",0.819178082191781
"114",0.386301369863014
"115",0.558904109589041
"116",0.594520547945205
"117",0.726027397260274
"118",0.134246575342466
"119",0.63013698630137
"120",0.16986301369863
"121",0.673972602739726
"122",0.298630136986301
"123",0.931506849315068
"124",0.468493150684932
"125",0.353424657534247
"126",0.86027397260274
"127",0.361643835616438
"128",1.53698630136986
"129",0.986301369863014
"130",0.723287671232877
"131",0.70958904109589
"132",0.956164383561644
"133",1.01095890410959
"134",0.0849315068493151
"135",0.0849315068493151
"136",0.210958904109589
"137",0.895890410958904
"138",0.641095890410959
"139",1.29315068493151
"140",1.18082191780822
"141",0.254794520547945
"142",1.73424657534247
"143",1.44383561643836
"144",1.51232876712329
"145",0.427397260273973
"146",0.616438356164384
"147",0.761643835616438
"148",0.356164383561644
"149",0.90958904109589
"150",0.528767123287671
"151",1.70684931506849
"152",0.520547945205479
"153",0.326027397260274
"154",0.772602739726027
"155",0.523287671232877
"156",0.873972602739726
"157",0.586301369863014
"158",0.336986301369863
"159",0.0767123287671233
"160",0.501369863013699
"161",1.26575342465753
"162",1.24931506849315
"163",1.84657534246575
"164",1.17260273972603
"165",0.734246575342466
"166",1.36986301369863
"167",0.506849315068493
"168",2.04383561643836
"169",0.271232876712329
"170",1.90684931506849
"171",1.22191780821918
"172",0.942465753424658
"173",0.786301369863014
"174",0.775342465753425
"175",0.468493150684932
"176",0.167123287671233
"177",0.424657534246575
"178",1.76164383561644
"179",0.145205479452055
"180",0.358904109589041
"181",2.05753424657534
"182",0.394520547945205
"183",0.235616438356164
"184",0.16986301369863
"185",0.205479452054795
"186",1.17534246575342
"187",0.43013698630137
"188",0.594520547945205
"189",0.320547945205479
"190",1.6
"191",0.312328767123288
"192",0.742465753424657
"193",0.4
"194",0.504109589041096
"195",2.15890410958904
"196",1.68493150684932
"197",1.33424657534247
"198",0.356164383561644
"199",0.43013698630137
"200",1.23013698630137
"201",0.421917808219178
"202",0.876712328767123
"203",0.10958904109589
"204",0.734246575342466
"205",0.868493150684931
"206",1.07945205479452
"207",0.153424657534247
"208",0.654794520547945
"209",1.13424657534247
"210",1.29041095890411
"211",1.07123287671233
"212",0.43013698630137
"213",1.0958904109589
"214",0.282191780821918
"215",0.131506849315068
"216",1.4958904109589
"217",0.134246575342466
"218",0.150684931506849
"219",2
"220",0.775342465753425
"221",0.452054794520548
"222",0.213698630136986
"223",2.28767123287671
"224",0.813698630136986
"225",0.326027397260274
"226",0.276712328767123
"227",0.328767123287671
"228",0.63013698630137
"229",0.69041095890411
"230",1.4
"231",0.0520547945205479
"232",0.96986301369863
"233",0.531506849315069
"234",0.671232876712329
"235",1.00821917808219
"236",0.989041095890411
"237",0.232876712328767
"238",0.0301369863013699
"239",0.26027397260274
"240",0.208219178082192
"241",1.01095890410959
"242",0.342465753424658
"243",0.446575342465753
"244",0.435616438356164
"245",0.906849315068493
"246",0.279452054794521
"247",0.282191780821918
"248",0.306849315068493
"249",0.619178082191781
"250",0.336986301369863
"251",0.493150684931507
"252",0.594520547945205
"253",0.843835616438356
"254",0.747945205479452
"255",0.16986301369863
"256",0.183561643835616
"257",0.517808219178082
"258",0.619178082191781
"259",0.70958904109589
"260",0.602739726027397
"261",1.6986301369863
"262",0.504109589041096
"263",0.772602739726027
"264",1.46027397260274
"265",0.320547945205479
"266",1.43287671232877
"267",1.12054794520548
"268",0.334246575342466
"269",0.591780821917808
"270",1.26849315068493
"271",0.29041095890411
"272",0.476712328767123
"273",1.86849315068493
"274",1.28493150684932
"275",0.287671232876712
"276",0.2
"277",2.19178082191781
"278",1.44383561643836
"279",0.134246575342466
"280",1.42739726027397
"281",1.2958904109589
"282",0.276712328767123
"283",0.282191780821918
"284",0.997260273972603
"285",0.950684931506849
"286",1.51232876712329
"287",0.608219178082192
"288",0.350684931506849
"289",1.88493150684932
"290",1.59178082191781
"291",0.86027397260274
"292",0.416438356164384
"293",0.243835616438356
"294",0.583561643835616
"295",1.06849315068493
"296",0.142465753424658
"297",1.46301369863014
"298",0.271232876712329
"299",0.238356164383562
"300",0.684931506849315
"301",1.82739726027397
"302",0.767123287671233
"303",0.408219178082192
"304",0.742465753424657
"305",0.298630136986301
"306",1.84383561643836
"307",0.621917808219178
"308",0.334246575342466
"309",1.37534246575342
"310",0.835616438356164
"311",0.386301369863014
"312",0.347945205479452
"313",1.35068493150685
"314",0.673972602739726
"315",0.235616438356164
"316",0.432876712328767
"317",1.86849315068493
"318",0.156164383561644
"319",0.643835616438356
"320",0.83013698630137
"321",0.43013698630137
"322",0.389041095890411
"323",0.123287671232877
"324",0.347945205479452
"325",0.805479452054795
"326",0.10958904109589
"327",0.26027397260274
"328",0.802739726027397
"329",0.756164383561644
"330",0.424657534246575
"331",0.846575342465753
"332",0.323287671232877
"333",0.926027397260274
"334",0.29041095890411
"335",0.273972602739726
"336",1.75616438356164
"337",0.567123287671233
"338",1.76164383561644
"339",1.72054794520548
"340",0.43013698630137
"341",0.564383561643836
"342",1.15342465753425
"343",0.389041095890411
"344",1.68493150684932
"345",0.435616438356164
"346",0.621917808219178
"347",0.578082191780822
"348",1.23287671232877
"349",0.452054794520548
"350",1.43287671232877
"351",0.375342465753425
