"","x"
"1",0.271232876712329
"2",0.827397260273973
"3",0.0794520547945206
"4",0.224657534246575
"5",0.372602739726027
"6",0.884931506849315
"7",0.167123287671233
"8",0.443835616438356
"9",0.312328767123288
"10",0.216438356164384
"11",0.446575342465753
"12",0.76986301369863
"13",0.101369863013699
"14",0.449315068493151
"15",0.0684931506849315
"16",0.495890410958904
"17",0.673972602739726
"18",0.153424657534247
"19",1
"20",0.43013698630137
"21",0.841095890410959
"22",0.126027397260274
"23",0.819178082191781
"24",0.501369863013699
"25",0.884931506849315
"26",1.5041095890411
"27",0.265753424657534
"28",0.136986301369863
"29",1.17260273972603
"30",0.402739726027397
"31",0.561643835616438
"32",0.0410958904109589
"33",0.219178082191781
"34",0.413698630136986
"35",0.443835616438356
"36",0.523287671232877
"37",0.805479452054795
"38",0.156164383561644
"39",0.958904109589041
"40",0.268493150684932
"41",0.0986301369863014
"42",0.235616438356164
"43",0.846575342465753
"44",0.693150684931507
"45",0.336986301369863
"46",0.408219178082192
"47",0.345205479452055
"48",0.306849315068493
"49",0.701369863013699
"50",0.6
"51",1.11780821917808
"52",0.273972602739726
"53",1.3041095890411
"54",0.063013698630137
"55",0.0575342465753425
"56",0.594520547945205
"57",0.347945205479452
"58",0.252054794520548
"59",0.967123287671233
"60",0.504109589041096
"61",0.120547945205479
"62",0.30958904109589
"63",1.41643835616438
"64",0.553424657534247
"65",0.197260273972603
"66",0.967123287671233
"67",0.178082191780822
"68",0.0767123287671233
"69",0.0438356164383562
"70",0.29041095890411
"71",0.273972602739726
"72",0.257534246575342
"73",0.117808219178082
"74",0.00821917808219178
"75",0.49041095890411
"76",0.0520547945205479
"77",0.153424657534247
"78",0.0986301369863014
"79",0.421917808219178
"80",0.0849315068493151
"81",0.4
"82",0.89041095890411
"83",0.336986301369863
"84",0.232876712328767
"85",0.0712328767123288
"86",0.273972602739726
"87",0.254794520547945
"88",0.194520547945205
"89",0.254794520547945
"90",0.164383561643836
"91",1
"92",1.43013698630137
"93",0.465753424657534
"94",0.572602739726027
"95",0.657534246575342
"96",0.49041095890411
"97",0.334246575342466
"98",0.128767123287671
"99",0.131506849315068
"100",0.202739726027397
"101",0.635616438356164
"102",0.605479452054794
"103",0.334246575342466
"104",0.882191780821918
"105",0.594520547945205
"106",0.602739726027397
"107",0.227397260273973
"108",0.397260273972603
"109",0.83013698630137
"110",0.424657534246575
"111",0.895890410958904
"112",0.852054794520548
"113",0.89041095890411
"114",0.16986301369863
"115",0.531506849315069
"116",0.745205479452055
"117",0.589041095890411
"118",0.331506849315069
"119",0.279452054794521
"120",0.273972602739726
"121",0.512328767123288
"122",0.928767123287671
"123",0.0849315068493151
"124",0.6
"125",0.263013698630137
"126",1.51780821917808
"127",0.0821917808219178
"128",0.602739726027397
"129",0.46027397260274
"130",1.16164383561644
"131",0.493150684931507
"132",0.863013698630137
"133",0.668493150684932
"134",0.0301369863013699
"135",0.0931506849315069
"136",0.391780821917808
"137",0.917808219178082
"138",0.29041095890411
"139",0.063013698630137
"140",0.413698630136986
"141",0.616438356164384
"142",0.268493150684932
"143",0.202739726027397
"144",0.446575342465753
"145",0.438356164383562
"146",0.271232876712329
"147",0.838356164383562
"148",0.164383561643836
"149",0.2
"150",0.186301369863014
"151",0.728767123287671
"152",0.172602739726027
"153",0.227397260273973
"154",0.797260273972603
"155",0.197260273972603
